compound_id,experiment_id,concentration,replicate_id,response
cmpd_2,exp_2,0.001,rep_3,0.423
cmpd_2,exp_2,0.001,rep_4,-1.92
cmpd_2,exp_2,0.001,rep_5,2.259
cmpd_2,exp_2,0.003,rep_1,-0.792
cmpd_2,exp_2,0.003,rep_2,1.078
cmpd_2,exp_2,0.003,rep_3,2.79
cmpd_2,exp_2,0.003,rep_4,3.785
cmpd_2,exp_2,0.003,rep_5,-1.917
cmpd_2,exp_2,0.01,rep_1,2.051
cmpd_2,exp_2,0.01,rep_2,1.663
cmpd_2,exp_2,0.01,rep_3,1.172
cmpd_2,exp_2,0.01,rep_4,7.847
cmpd_2,exp_2,0.01,rep_5,4.092
cmpd_2,exp_2,0.03,rep_1,4.91
cmpd_2,exp_2,0.03,rep_2,10.923
cmpd_2,exp_2,0.03,rep_3,14.247
cmpd_2,exp_2,0.03,rep_4,11.239
cmpd_2,exp_2,0.03,rep_5,4.196
cmpd_2,exp_2,0.1,rep_1,24.901
cmpd_2,exp_2,0.1,rep_2,29.734
cmpd_2,exp_2,0.1,rep_3,24.285
cmpd_2,exp_2,0.1,rep_4,27.462
cmpd_2,exp_2,0.1,rep_5,28.377
cmpd_2,exp_2,0.3,rep_1,49.129
cmpd_2,exp_2,0.3,rep_2,51.523
cmpd_2,exp_2,0.3,rep_3,42.742
cmpd_2,exp_2,0.3,rep_4,48.861
cmpd_2,exp_2,0.3,rep_5,50.99
cmpd_2,exp_2,1.0,rep_1,74.829
cmpd_2,exp_2,1.0,rep_2,82.779
cmpd_2,exp_2,1.0,rep_3,74.326
cmpd_2,exp_2,1.0,rep_4,77.059
cmpd_2,exp_2,1.0,rep_5,78.634
cmpd_2,exp_2,3.0,rep_1,96.158
cmpd_2,exp_2,3.0,rep_2,88.217
cmpd_2,exp_2,3.0,rep_3,95.391
cmpd_2,exp_2,3.0,rep_4,92.209
cmpd_2,exp_2,3.0,rep_5,89.472
cmpd_2,exp_2,10.0,rep_1,98.09
cmpd_2,exp_2,10.0,rep_2,97.364
cmpd_2,exp_2,10.0,rep_3,95.159
cmpd_2,exp_2,10.0,rep_4,97.008
cmpd_2,exp_2,10.0,rep_5,95.751
cmpd_2,exp_3,0.0001,rep_1,2.152
cmpd_2,exp_3,0.0001,rep_2,4.702
cmpd_2,exp_3,0.0001,rep_3,-3.092
cmpd_2,exp_3,0.0001,rep_4,6.212
cmpd_2,exp_3,0.0001,rep_5,-5.063
cmpd_2,exp_3,0.0003,rep_1,-0.583
cmpd_2,exp_3,0.0003,rep_2,1.46
cmpd_2,exp_3,0.0003,rep_3,0.612
cmpd_2,exp_3,0.0003,rep_4,-1.882
cmpd_2,exp_3,0.0003,rep_5,-0.737
cmpd_2,exp_3,0.001,rep_1,-1.832
cmpd_2,exp_3,0.001,rep_2,-2.098
cmpd_2,exp_3,0.001,rep_3,1.873
cmpd_2,exp_3,0.001,rep_4,0.514
cmpd_2,exp_3,0.001,rep_5,-2.384
cmpd_2,exp_3,0.003,rep_1,3.568
cmpd_2,exp_3,0.003,rep_2,1.934
cmpd_2,exp_3,0.003,rep_3,3.329
cmpd_2,exp_3,0.003,rep_4,2.823
cmpd_2,exp_3,0.003,rep_5,-1.203
cmpd_2,exp_3,0.01,rep_1,0.92
cmpd_2,exp_3,0.01,rep_2,4.529
cmpd_2,exp_3,0.01,rep_3,4.151
cmpd_2,exp_3,0.01,rep_4,2.409
cmpd_2,exp_3,0.01,rep_5,2.79
cmpd_2,exp_3,0.03,rep_1,12.648
cmpd_2,exp_3,0.03,rep_2,7.49
cmpd_2,exp_3,0.03,rep_3,10.632
cmpd_2,exp_3,0.03,rep_4,8.564
cmpd_2,exp_3,0.03,rep_5,8.522
cmpd_2,exp_3,0.1,rep_1,28.046
cmpd_2,exp_3,0.1,rep_2,27.291
cmpd_2,exp_3,0.1,rep_3,27.258
cmpd_2,exp_3,0.1,rep_4,28.616
cmpd_2,exp_3,0.1,rep_5,25.071
cmpd_2,exp_3,0.3,rep_1,51.164
cmpd_2,exp_3,0.3,rep_2,48.425
cmpd_2,exp_3,0.3,rep_3,50.176
cmpd_2,exp_3,0.3,rep_4,48.923
cmpd_2,exp_3,0.3,rep_5,49.55
cmpd_2,exp_3,1.0,rep_1,79.115
cmpd_2,exp_3,1.0,rep_2,75.216
cmpd_2,exp_3,1.0,rep_3,83.249
cmpd_2,exp_3,1.0,rep_4,74.697
cmpd_2,exp_3,1.0,rep_5,74.123
cmpd_2,exp_3,3.0,rep_1,93.321
cmpd_2,exp_3,3.0,rep_2,92.309
cmpd_2,exp_3,3.0,rep_3,91.847
cmpd_2,exp_3,3.0,rep_4,91.858
cmpd_2,exp_3,3.0,rep_5,90.091
cmpd_2,exp_3,10.0,rep_1,93.904
cmpd_2,exp_3,10.0,rep_2,96.59
cmpd_2,exp_3,10.0,rep_3,94.512
cmpd_2,exp_3,10.0,rep_4,99.072
cmpd_2,exp_3,10.0,rep_5,95.974
cmpd_3,exp_1,0.0001,rep_1,-0.421
cmpd_3,exp_1,0.0001,rep_2,1.604
cmpd_3,exp_1,0.0001,rep_3,-1.09
cmpd_3,exp_1,0.0001,rep_4,-1.804
cmpd_3,exp_1,0.0001,rep_5,1.139
cmpd_3,exp_1,0.0003,rep_1,0.185
cmpd_3,exp_1,0.0003,rep_2,-1.891
cmpd_3,exp_1,0.0003,rep_3,-1.792
cmpd_3,exp_1,0.0003,rep_4,0.149
cmpd_3,exp_1,0.0003,rep_5,-4.488
cmpd_3,exp_1,0.001,rep_1,-3.606
cmpd_3,exp_1,0.001,rep_2,-1.704
cmpd_3,exp_1,0.001,rep_3,-0.311
cmpd_3,exp_1,0.001,rep_4,1.136
cmpd_3,exp_1,0.001,rep_5,4.35
cmpd_3,exp_1,0.003,rep_1,3.222
cmpd_3,exp_1,0.003,rep_2,0.414
cmpd_3,exp_1,0.003,rep_3,0.803
cmpd_3,exp_1,0.003,rep_4,-1.911
cmpd_3,exp_1,0.003,rep_5,0.804
cmpd_3,exp_1,0.01,rep_1,-0.912
cmpd_3,exp_1,0.01,rep_2,0.774
cmpd_3,exp_1,0.01,rep_3,-2.399
cmpd_3,exp_1,0.01,rep_4,1.318
cmpd_3,exp_1,0.01,rep_5,4.113
cmpd_3,exp_1,0.03,rep_1,1.543
cmpd_3,exp_1,0.03,rep_2,2.951
cmpd_3,exp_1,0.03,rep_3,3.747
cmpd_3,exp_1,0.03,rep_4,0.735
cmpd_3,exp_1,0.03,rep_5,2.46
cmpd_3,exp_1,0.1,rep_1,3.454
cmpd_3,exp_1,0.1,rep_2,3.689
cmpd_3,exp_1,0.1,rep_3,1.286
cmpd_3,exp_1,0.1,rep_4,3.488
cmpd_3,exp_1,0.1,rep_5,4.794
cmpd_3,exp_1,0.3,rep_1,12.529
cmpd_3,exp_1,0.3,rep_2,11.171
cmpd_3,exp_1,0.3,rep_3,14.467
cmpd_3,exp_1,0.3,rep_4,6.405
cmpd_3,exp_1,0.3,rep_5,10.93
cmpd_3,exp_1,1.0,rep_1,27.426
cmpd_3,exp_1,1.0,rep_2,32.964
cmpd_3,exp_1,1.0,rep_3,24.688
cmpd_3,exp_1,1.0,rep_4,24.602
cmpd_3,exp_1,1.0,rep_5,25.264
cmpd_3,exp_1,3.0,rep_1,45.777
cmpd_3,exp_1,3.0,rep_2,50.187
cmpd_3,exp_1,3.0,rep_3,49.543
cmpd_3,exp_1,3.0,rep_4,52.053
cmpd_3,exp_1,3.0,rep_5,52.581
cmpd_3,exp_1,10.0,rep_1,83.374
cmpd_3,exp_1,10.0,rep_2,80.819
cmpd_3,exp_1,10.0,rep_3,76.603
cmpd_3,exp_1,10.0,rep_4,75.716
cmpd_3,exp_1,10.0,rep_5,79.553
cmpd_3,exp_2,0.0001,rep_1,5.212
cmpd_3,exp_2,0.0001,rep_2,3.412
cmpd_3,exp_2,0.0001,rep_3,-1.139
cmpd_3,exp_2,0.0001,rep_4,-4.571
cmpd_3,exp_2,0.0001,rep_5,3.894
cmpd_3,exp_2,0.0003,rep_1,-0.45
cmpd_3,exp_2,0.0003,rep_2,3.283
cmpd_3,exp_2,0.0003,rep_3,-4.534
cmpd_3,exp_2,0.0003,rep_4,-1.788
cmpd_3,exp_2,0.0003,rep_5,-0.119
cmpd_3,exp_2,0.001,rep_1,1.327
cmpd_3,exp_2,0.001,rep_2,-0.043
cmpd_3,exp_2,0.001,rep_3,2.918
cmpd_3,exp_2,0.001,rep_4,-1.748
cmpd_3,exp_2,0.001,rep_5,0.806
cmpd_3,exp_2,0.003,rep_1,0.631
cmpd_3,exp_2,0.003,rep_2,1.718
cmpd_3,exp_2,0.003,rep_3,2.262
cmpd_3,exp_2,0.003,rep_4,-2.805
cmpd_3,exp_2,0.003,rep_5,-3.935
cmpd_3,exp_2,0.01,rep_1,3.16
cmpd_3,exp_2,0.01,rep_2,0.55
cmpd_3,exp_2,0.01,rep_3,-2.432
cmpd_3,exp_2,0.01,rep_4,3.915
cmpd_3,exp_2,0.01,rep_5,-0.048
cmpd_3,exp_2,0.03,rep_1,4.004
cmpd_3,exp_2,0.03,rep_2,0.936
cmpd_3,exp_2,0.03,rep_3,6.436
cmpd_3,exp_2,0.03,rep_4,5.594
cmpd_3,exp_2,0.03,rep_5,0.062
cmpd_3,exp_2,0.1,rep_1,4.927
cmpd_3,exp_2,0.1,rep_2,4.027
cmpd_3,exp_2,0.1,rep_3,6.024
cmpd_3,exp_2,0.1,rep_4,-0.418
cmpd_3,exp_2,0.1,rep_5,4.139
cmpd_3,exp_2,0.3,rep_1,13.873
cmpd_3,exp_2,0.3,rep_2,6.097
cmpd_3,exp_2,0.3,rep_3,7.685
cmpd_3,exp_2,0.3,rep_4,5.323
cmpd_3,exp_2,0.3,rep_5,10.208
cmpd_3,exp_2,1.0,rep_1,29.583
cmpd_3,exp_2,1.0,rep_2,31.749
cmpd_3,exp_2,1.0,rep_3,27.808
cmpd_3,exp_2,1.0,rep_4,32.097
cmpd_3,exp_2,1.0,rep_5,23.793
cmpd_3,exp_2,3.0,rep_1,48.972
cmpd_3,exp_2,3.0,rep_2,53.52
cmpd_3,exp_2,3.0,rep_3,54.733
cmpd_3,exp_2,3.0,rep_4,53.582
cmpd_3,exp_2,3.0,rep_5,47.967
cmpd_3,exp_2,10.0,rep_1,80.342
cmpd_3,exp_2,10.0,rep_2,76.988
cmpd_3,exp_2,10.0,rep_3,82.437
cmpd_3,exp_2,10.0,rep_4,81.601
cmpd_3,exp_2,10.0,rep_5,77.995
cmpd_3,exp_3,0.0001,rep_1,-2.785
cmpd_3,exp_3,0.0001,rep_2,-0.034
cmpd_3,exp_3,0.0001,rep_3,2.775
cmpd_3,exp_3,0.0001,rep_4,-2.581
cmpd_3,exp_3,0.0001,rep_5,1.531
cmpd_3,exp_3,0.0003,rep_1,-1.112
cmpd_3,exp_3,0.0003,rep_2,-1.837
cmpd_3,exp_3,0.0003,rep_3,0.056
cmpd_3,exp_3,0.0003,rep_4,-2.506
cmpd_3,exp_3,0.0003,rep_5,-1.177
cmpd_3,exp_3,0.001,rep_1,-2.872
cmpd_3,exp_3,0.001,rep_2,5.857
cmpd_3,exp_3,0.001,rep_3,0.532
cmpd_3,exp_3,0.001,rep_4,-1.497
cmpd_3,exp_3,0.001,rep_5,1.025
cmpd_3,exp_3,0.003,rep_1,-1.32
cmpd_3,exp_3,0.003,rep_2,-1.622
cmpd_3,exp_3,0.003,rep_3,0.684
cmpd_3,exp_3,0.003,rep_4,1.078
cmpd_3,exp_3,0.003,rep_5,-2.476
cmpd_3,exp_3,0.01,rep_1,-0.778
cmpd_3,exp_3,0.01,rep_2,0.051
cmpd_3,exp_3,0.01,rep_3,-5.543
cmpd_3,exp_3,0.01,rep_4,-3.371
cmpd_3,exp_3,0.01,rep_5,4.583
cmpd_3,exp_3,0.03,rep_1,4.767
cmpd_3,exp_3,0.03,rep_2,-0.461
cmpd_3,exp_3,0.03,rep_3,1.818
cmpd_3,exp_3,0.03,rep_4,1.087
cmpd_3,exp_3,0.03,rep_5,8.725
cmpd_3,exp_3,0.1,rep_1,6.18
cmpd_3,exp_3,0.1,rep_2,2.737
cmpd_3,exp_3,0.1,rep_3,0.453
cmpd_3,exp_3,0.1,rep_4,-1.343
cmpd_3,exp_3,0.1,rep_5,3.652
cmpd_3,exp_3,0.3,rep_1,8.795
cmpd_3,exp_3,0.3,rep_2,6.956
cmpd_3,exp_3,0.3,rep_3,9.097
cmpd_3,exp_3,0.3,rep_4,7.896
cmpd_3,exp_3,0.3,rep_5,15.538
cmpd_3,exp_3,1.0,rep_1,28.225
cmpd_3,exp_3,1.0,rep_2,25.77
cmpd_3,exp_3,1.0,rep_3,29.877
cmpd_3,exp_3,1.0,rep_4,26.006
cmpd_3,exp_3,1.0,rep_5,23.416
cmpd_3,exp_3,3.0,rep_1,55.64
cmpd_3,exp_3,3.0,rep_2,52.924
cmpd_3,exp_3,3.0,rep_3,48.573
cmpd_3,exp_3,3.0,rep_4,50.911
cmpd_3,exp_3,3.0,rep_5,49.019
cmpd_3,exp_3,10.0,rep_1,74.516
cmpd_3,exp_3,10.0,rep_2,80.889
cmpd_3,exp_3,10.0,rep_3,83.602
cmpd_3,exp_3,10.0,rep_4,74.472
cmpd_3,exp_3,10.0,rep_5,79.885
