compound_id,experiment_id,concentration,replicate_id,response
cmpd_1,exp_1,1.0,rep_1,0.279
cmpd_1,exp_1,1.0,rep_2,4.071
cmpd_1,exp_1,1.0,rep_3,1.917
cmpd_1,exp_1,1.0,rep_4,3.503
cmpd_1,exp_1,1.0,rep_5,0.812
cmpd_1,exp_1,3.0,rep_1,0.249
cmpd_1,exp_1,3.0,rep_2,-0.42
cmpd_1,exp_1,3.0,rep_3,3.232
cmpd_1,exp_1,3.0,rep_4,0.711
cmpd_1,exp_1,3.0,rep_5,0.941
cmpd_1,exp_1,10.0,rep_1,0.215
cmpd_1,exp_1,10.0,rep_2,0.004
cmpd_1,exp_1,10.0,rep_3,0.158
cmpd_1,exp_1,10.0,rep_4,2.44
cmpd_1,exp_1,10.0,rep_5,0.189
cmpd_1,exp_2,0.0001,rep_1,104.857
cmpd_1,exp_2,0.0001,rep_2,101.533
cmpd_1,exp_2,0.0001,rep_3,98.228
cmpd_1,exp_2,0.0001,rep_4,102.444
cmpd_1,exp_2,0.0001,rep_5,98.002
cmpd_1,exp_2,0.0003,rep_1,93.312
cmpd_1,exp_2,0.0003,rep_2,96.154
cmpd_1,exp_2,0.0003,rep_3,93.774
cmpd_1,exp_2,0.0003,rep_4,97.966
cmpd_1,exp_2,0.0003,rep_5,98.987
cmpd_1,exp_2,0.001,rep_1,100.333
cmpd_1,exp_2,0.001,rep_2,96.609
cmpd_1,exp_2,0.001,rep_3,95.102
cmpd_1,exp_2,0.001,rep_4,97.996
cmpd_1,exp_2,0.001,rep_5,89.604
cmpd_1,exp_2,0.003,rep_1,86.788
cmpd_1,exp_2,0.003,rep_2,88.266
cmpd_1,exp_2,0.003,rep_3,82.057
cmpd_1,exp_2,0.003,rep_4,89.295
cmpd_1,exp_2,0.003,rep_5,87.072
cmpd_1,exp_2,0.01,rep_1,65.553
cmpd_1,exp_2,0.01,rep_2,68.445
cmpd_1,exp_2,0.01,rep_3,72.966
cmpd_1,exp_2,0.01,rep_4,67.2
cmpd_1,exp_2,0.01,rep_5,67.384
cmpd_1,exp_2,0.03,rep_1,39.916
cmpd_1,exp_2,0.03,rep_2,38.838
cmpd_1,exp_2,0.03,rep_3,43.475
cmpd_1,exp_2,0.03,rep_4,38.82
cmpd_1,exp_2,0.03,rep_5,41.381
cmpd_1,exp_2,0.1,rep_1,15.156
cmpd_1,exp_2,0.1,rep_2,17.797
cmpd_1,exp_2,0.1,rep_3,17.397
cmpd_1,exp_2,0.1,rep_4,19.338
cmpd_1,exp_2,0.1,rep_5,15.067
cmpd_1,exp_2,0.3,rep_1,6.753
cmpd_1,exp_2,0.3,rep_2,4.795
cmpd_1,exp_2,0.3,rep_3,6.271
cmpd_1,exp_2,0.3,rep_4,8.537
cmpd_1,exp_2,0.3,rep_5,9.585
cmpd_1,exp_2,1.0,rep_1,-0.908
cmpd_1,exp_2,1.0,rep_2,4.037
cmpd_1,exp_2,1.0,rep_3,5.38
cmpd_1,exp_2,1.0,rep_4,2.778
cmpd_1,exp_2,1.0,rep_5,6.817
cmpd_1,exp_2,3.0,rep_1,-1.389
cmpd_1,exp_2,3.0,rep_2,-2.689
cmpd_1,exp_2,3.0,rep_3,-4.163
cmpd_1,exp_2,3.0,rep_4,4.875
cmpd_1,exp_2,3.0,rep_5,2.552
cmpd_1,exp_2,10.0,rep_1,0.327
cmpd_1,exp_2,10.0,rep_2,1.253
cmpd_1,exp_2,10.0,rep_3,-2.626
cmpd_1,exp_2,10.0,rep_4,7.232
cmpd_1,exp_2,10.0,rep_5,0.838
cmpd_1,exp_3,0.0001,rep_1,100.363
cmpd_1,exp_3,0.0001,rep_2,99.688
cmpd_1,exp_3,0.0001,rep_3,98.98
cmpd_1,exp_3,0.0001,rep_4,96.18
cmpd_1,exp_3,0.0001,rep_5,99.663
cmpd_1,exp_3,0.0003,rep_1,103.067
cmpd_1,exp_3,0.0003,rep_2,101.586
cmpd_1,exp_3,0.0003,rep_3,102.269
cmpd_1,exp_3,0.0003,rep_4,96.461
cmpd_1,exp_3,0.0003,rep_5,95.141
cmpd_1,exp_3,0.001,rep_1,94.882
cmpd_1,exp_3,0.001,rep_2,95.383
cmpd_1,exp_3,0.001,rep_3,98.249
cmpd_1,exp_3,0.001,rep_4,90.557
cmpd_1,exp_3,0.001,rep_5,99.45
cmpd_1,exp_3,0.003,rep_1,86.409
cmpd_1,exp_3,0.003,rep_2,85.668
cmpd_1,exp_3,0.003,rep_3,84.051
cmpd_1,exp_3,0.003,rep_4,82.278
cmpd_1,exp_3,0.003,rep_5,89.118
cmpd_1,exp_3,0.01,rep_1,68.235
cmpd_1,exp_3,0.01,rep_2,64.472
cmpd_1,exp_3,0.01,rep_3,64.458
cmpd_1,exp_3,0.01,rep_4,67.104
cmpd_1,exp_3,0.01,rep_5,72.638
cmpd_1,exp_3,0.03,rep_1,40.437
cmpd_1,exp_3,0.03,rep_2,37.005
cmpd_1,exp_3,0.03,rep_3,40.476
cmpd_1,exp_3,0.03,rep_4,40.401
cmpd_1,exp_3,0.03,rep_5,33.711
cmpd_1,exp_3,0.1,rep_1,16.184
cmpd_1,exp_3,0.1,rep_2,15.695
cmpd_1,exp_3,0.1,rep_3,18.255
cmpd_1,exp_3,0.1,rep_4,21.436
cmpd_1,exp_3,0.1,rep_5,19.442
cmpd_1,exp_3,0.3,rep_1,6.055
cmpd_1,exp_3,0.3,rep_2,3.744
cmpd_1,exp_3,0.3,rep_3,13.901
cmpd_1,exp_3,0.3,rep_4,6.961
cmpd_1,exp_3,0.3,rep_5,6.836
cmpd_1,exp_3,1.0,rep_1,1.187
cmpd_1,exp_3,1.0,rep_2,1.8
cmpd_1,exp_3,1.0,rep_3,0.855
cmpd_1,exp_3,1.0,rep_4,-0.331
cmpd_1,exp_3,1.0,rep_5,-0.256
cmpd_1,exp_3,3.0,rep_1,0.705
cmpd_1,exp_3,3.0,rep_2,-0.704
cmpd_1,exp_3,3.0,rep_3,-1.172
cmpd_1,exp_3,3.0,rep_4,1.089
cmpd_1,exp_3,3.0,rep_5,0.091
cmpd_1,exp_3,10.0,rep_1,4.369
cmpd_1,exp_3,10.0,rep_2,-7.099
cmpd_1,exp_3,10.0,rep_3,3.23
cmpd_1,exp_3,10.0,rep_4,3.657
cmpd_1,exp_3,10.0,rep_5,-5.505
cmpd_2,exp_1,0.0001,rep_1,98.466
cmpd_2,exp_1,0.0001,rep_2,95.607
cmpd_2,exp_1,0.0001,rep_3,97.346
cmpd_2,exp_1,0.0001,rep_4,96.427
cmpd_2,exp_1,0.0001,rep_5,104.328
cmpd_2,exp_1,0.0003,rep_1,103.063
cmpd_2,exp_1,0.0003,rep_2,103.991
cmpd_2,exp_1,0.0003,rep_3,102.473
cmpd_2,exp_1,0.0003,rep_4,97.366
cmpd_2,exp_1,0.0003,rep_5,99.034
cmpd_2,exp_1,0.001,rep_1,100.963
cmpd_2,exp_1,0.001,rep_2,96.24
cmpd_2,exp_1,0.001,rep_3,101.581
cmpd_2,exp_1,0.001,rep_4,98.948
cmpd_2,exp_1,0.001,rep_5,98.577
cmpd_2,exp_1,0.003,rep_1,100.491
cmpd_2,exp_1,0.003,rep_2,99.755
cmpd_2,exp_1,0.003,rep_3,97.534
cmpd_2,exp_1,0.003,rep_4,101.729
cmpd_2,exp_1,0.003,rep_5,95.545
cmpd_2,exp_1,0.01,rep_1,97.59
cmpd_2,exp_1,0.01,rep_2,97.528
cmpd_2,exp_1,0.01,rep_3,95.036
cmpd_2,exp_1,0.01,rep_4,96.791
cmpd_2,exp_1,0.01,rep_5,92.437
cmpd_2,exp_1,0.03,rep_1,88.265
cmpd_2,exp_1,0.03,rep_2,85.203
cmpd_2,exp_1,0.03,rep_3,84.271
cmpd_2,exp_1,0.03,rep_4,88.61
cmpd_2,exp_1,0.03,rep_5,83.77
cmpd_2,exp_1,0.1,rep_1,62.334
cmpd_2,exp_1,0.1,rep_2,61.926
cmpd_2,exp_1,0.1,rep_3,67.894
cmpd_2,exp_1,0.1,rep_4,62.687
cmpd_2,exp_1,0.1,rep_5,71.065
cmpd_2,exp_1,0.3,rep_1,33.298
cmpd_2,exp_1,0.3,rep_2,43.726
cmpd_2,exp_1,0.3,rep_3,39.626
cmpd_2,exp_1,0.3,rep_4,38.777
cmpd_2,exp_1,0.3,rep_5,37.54
cmpd_2,exp_1,1.0,rep_1,16.167
cmpd_2,exp_1,1.0,rep_2,14.961
cmpd_2,exp_1,1.0,rep_3,18.111
cmpd_2,exp_1,1.0,rep_4,15.38
cmpd_2,exp_1,1.0,rep_5,15.48
cmpd_2,exp_1,3.0,rep_1,6.205
cmpd_2,exp_1,3.0,rep_2,7.051
cmpd_2,exp_1,3.0,rep_3,8.056
cmpd_2,exp_1,3.0,rep_4,2.487
cmpd_2,exp_1,3.0,rep_5,3.486
cmpd_2,exp_1,10.0,rep_1,3.638
cmpd_2,exp_1,10.0,rep_2,2.06
cmpd_2,exp_1,10.0,rep_3,1.08
cmpd_2,exp_1,10.0,rep_4,1.639
cmpd_2,exp_1,10.0,rep_5,2.547
cmpd_2,exp_2,0.0001,rep_1,98.515
cmpd_2,exp_2,0.0001,rep_2,101.204
cmpd_2,exp_2,0.0001,rep_3,97.962
cmpd_2,exp_2,0.0001,rep_4,101.79
cmpd_2,exp_2,0.0001,rep_5,95.964
cmpd_2,exp_2,0.0003,rep_1,102.908
cmpd_2,exp_2,0.0003,rep_2,101.371
cmpd_2,exp_2,0.0003,rep_3,100.775
cmpd_2,exp_2,0.0003,rep_4,102.779
cmpd_2,exp_2,0.0003,rep_5,104.664
cmpd_2,exp_2,0.001,rep_1,102.089
cmpd_2,exp_2,0.001,rep_2,94.21
cmpd_2,exp_2,0.001,rep_3,95.759
cmpd_2,exp_2,0.001,rep_4,97.566
cmpd_2,exp_2,0.001,rep_5,99.362
cmpd_2,exp_2,0.003,rep_1,100.323
cmpd_2,exp_2,0.003,rep_2,96.892
cmpd_2,exp_2,0.003,rep_3,99.411
cmpd_2,exp_2,0.003,rep_4,96.81
cmpd_2,exp_2,0.003,rep_5,97.208
cmpd_2,exp_2,0.01,rep_1,91.347
cmpd_2,exp_2,0.01,rep_2,92.681
cmpd_2,exp_2,0.01,rep_3,91.499
cmpd_2,exp_2,0.01,rep_4,92.535
cmpd_2,exp_2,0.01,rep_5,98.137
cmpd_2,exp_2,0.03,rep_1,82.552
cmpd_2,exp_2,0.03,rep_2,92.439
cmpd_2,exp_2,0.03,rep_3,86.535
cmpd_2,exp_2,0.03,rep_4,85.684
cmpd_2,exp_2,0.03,rep_5,82.804
cmpd_2,exp_2,0.1,rep_1,67.46
cmpd_2,exp_2,0.1,rep_2,63.938
cmpd_2,exp_2,0.1,rep_3,65.863
cmpd_2,exp_2,0.1,rep_4,72.593
cmpd_2,exp_2,0.1,rep_5,65.262
cmpd_2,exp_2,0.3,rep_1,41.255
cmpd_2,exp_2,0.3,rep_2,36.143
cmpd_2,exp_2,0.3,rep_3,37.986
cmpd_2,exp_2,0.3,rep_4,42.97
cmpd_2,exp_2,0.3,rep_5,36.352
cmpd_2,exp_2,1.0,rep_1,20.668
cmpd_2,exp_2,1.0,rep_2,17.62
cmpd_2,exp_2,1.0,rep_3,14.113
cmpd_2,exp_2,1.0,rep_4,17.412
cmpd_2,exp_2,1.0,rep_5,18.35
cmpd_2,exp_2,3.0,rep_1,8.862
cmpd_2,exp_2,3.0,rep_2,2.812
cmpd_2,exp_2,3.0,rep_3,5.138
cmpd_2,exp_2,3.0,rep_4,6.463
cmpd_2,exp_2,3.0,rep_5,6.941
cmpd_2,exp_2,10.0,rep_1,3.056
cmpd_2,exp_2,10.0,rep_2,1.834
cmpd_2,exp_2,10.0,rep_3,-2.343
cmpd_2,exp_2,10.0,rep_4,2.392
cmpd_2,exp_2,10.0,rep_5,3.028
cmpd_2,exp_3,0.0001,rep_1,103.311
cmpd_2,exp_3,0.0001,rep_2,102.631
cmpd_2,exp_3,0.0001,rep_3,101.596
cmpd_2,exp_3,0.0001,rep_4,100.134
cmpd_2,exp_3,0.0001,rep_5,95.745
cmpd_2,exp_3,0.0003,rep_1,100.984
cmpd_2,exp_3,0.0003,rep_2,100.373
cmpd_2,exp_3,0.0003,rep_3,100.548
cmpd_2,exp_3,0.0003,rep_4,96.276
cmpd_2,exp_3,0.0003,rep_5,96.815
cmpd_2,exp_3,0.001,rep_1,101.283
cmpd_2,exp_3,0.001,rep_2,98.267
cmpd_2,exp_3,0.001,rep_3,100.257
cmpd_2,exp_3,0.001,rep_4,98.454
cmpd_2,exp_3,0.001,rep_5,98.458
cmpd_2,exp_3,0.003,rep_1,101.63
cmpd_2,exp_3,0.003,rep_2,97.615
cmpd_2,exp_3,0.003,rep_3,99.306
cmpd_2,exp_3,0.003,rep_4,97.765
cmpd_2,exp_3,0.003,rep_5,97.84
cmpd_2,exp_3,0.01,rep_1,94.069
cmpd_2,exp_3,0.01,rep_2,95.535
cmpd_2,exp_3,0.01,rep_3,93.601
cmpd_2,exp_3,0.01,rep_4,98.388
cmpd_2,exp_3,0.01,rep_5,92.453
cmpd_2,exp_3,0.03,rep_1,86.983
cmpd_2,exp_3,0.03,rep_2,86.286
cmpd_2,exp_3,0.03,rep_3,91.492
cmpd_2,exp_3,0.03,rep_4,88.041
cmpd_2,exp_3,0.03,rep_5,90.347
cmpd_2,exp_3,0.1,rep_1,64.483
cmpd_2,exp_3,0.1,rep_2,69.32
cmpd_2,exp_3,0.1,rep_3,71.038
cmpd_2,exp_3,0.1,rep_4,68.809
cmpd_2,exp_3,0.1,rep_5,71.525
cmpd_2,exp_3,0.3,rep_1,39.189
cmpd_2,exp_3,0.3,rep_2,44.507
cmpd_2,exp_3,0.3,rep_3,46.961
cmpd_2,exp_3,0.3,rep_4,39.615
cmpd_2,exp_3,0.3,rep_5,39.388
cmpd_2,exp_3,1.0,rep_1,21.872
cmpd_2,exp_3,1.0,rep_2,22.219
cmpd_2,exp_3,1.0,rep_3,16.417
cmpd_2,exp_3,1.0,rep_4,16.702
cmpd_2,exp_3,1.0,rep_5,17.082
cmpd_2,exp_3,3.0,rep_1,3.279
cmpd_2,exp_3,3.0,rep_2,4.454
cmpd_2,exp_3,3.0,rep_3,4.218
cmpd_2,exp_3,3.0,rep_4,4.869
cmpd_2,exp_3,3.0,rep_5,6.892
cmpd_2,exp_3,10.0,rep_1,1.701
cmpd_2,exp_3,10.0,rep_2,5.333
cmpd_2,exp_3,10.0,rep_3,-1.7
cmpd_2,exp_3,10.0,rep_4,3.771
cmpd_2,exp_3,10.0,rep_5,0.464
cmpd_3,exp_1,0.0001,rep_1,102.07
cmpd_3,exp_1,0.0001,rep_2,97.109
cmpd_3,exp_1,0.0001,rep_3,101.263
cmpd_3,exp_1,0.0001,rep_4,100.666
cmpd_3,exp_1,0.0001,rep_5,101.567
cmpd_3,exp_1,0.0003,rep_1,99.839
cmpd_3,exp_1,0.0003,rep_2,105.819
cmpd_3,exp_1,0.0003,rep_3,97.28
cmpd_3,exp_1,0.0003,rep_4,97.575
cmpd_3,exp_1,0.0003,rep_5,97.321
cmpd_3,exp_1,0.001,rep_1,98.447
cmpd_3,exp_1,0.001,rep_2,98.22
cmpd_3,exp_1,0.001,rep_3,103.262
cmpd_3,exp_1,0.001,rep_4,103.9
cmpd_3,exp_1,0.001,rep_5,98.404
cmpd_3,exp_1,0.003,rep_1,98.259
cmpd_3,exp_1,0.003,rep_2,101.856
cmpd_3,exp_1,0.003,rep_3,99.032
cmpd_3,exp_1,0.003,rep_4,102.302
cmpd_3,exp_1,0.003,rep_5,101.115
cmpd_3,exp_1,0.01,rep_1,94.905
cmpd_3,exp_1,0.01,rep_2,103.359
cmpd_3,exp_1,0.01,rep_3,104.044
cmpd_3,exp_1,0.01,rep_4,97.396
cmpd_3,exp_1,0.01,rep_5,98.018
cmpd_3,exp_1,0.03,rep_1,99.718
cmpd_3,exp_1,0.03,rep_2,99.852
cmpd_3,exp_1,0.03,rep_3,100.746
cmpd_3,exp_1,0.03,rep_4,104.476
cmpd_3,exp_1,0.03,rep_5,98.44
cmpd_3,exp_1,0.1,rep_1,93.079
cmpd_3,exp_1,0.1,rep_2,91.476
cmpd_3,exp_1,0.1,rep_3,93.265
cmpd_3,exp_1,0.1,rep_4,95.19
cmpd_3,exp_1,0.1,rep_5,100.235
cmpd_3,exp_1,0.3,rep_1,84.358
cmpd_3,exp_1,0.3,rep_2,86.405
cmpd_3,exp_1,0.3,rep_3,85.742
cmpd_3,exp_1,0.3,rep_4,89.067
cmpd_3,exp_1,0.3,rep_5,92.761
cmpd_3,exp_1,1.0,rep_1,64.992
cmpd_3,exp_1,1.0,rep_2,65.106
cmpd_3,exp_1,1.0,rep_3,69.339
cmpd_3,exp_1,1.0,rep_4,68.339
cmpd_3,exp_1,1.0,rep_5,71.554
cmpd_3,exp_1,3.0,rep_1,40.118
cmpd_3,exp_1,3.0,rep_2,37.514
cmpd_3,exp_1,3.0,rep_3,40.136
cmpd_3,exp_1,3.0,rep_4,41.566
cmpd_3,exp_1,3.0,rep_5,40.771
cmpd_3,exp_1,10.0,rep_1,17.331
cmpd_3,exp_1,10.0,rep_2,18.875
cmpd_3,exp_1,10.0,rep_3,19.159
cmpd_3,exp_1,10.0,rep_4,19.746
cmpd_3,exp_1,10.0,rep_5,17.722
cmpd_3,exp_2,0.0001,rep_1,100.806
cmpd_3,exp_2,0.0001,rep_2,103.731
cmpd_3,exp_2,0.0001,rep_3,98.147
cmpd_3,exp_2,0.0001,rep_4,101.419
cmpd_3,exp_2,0.0001,rep_5,99.315
cmpd_3,exp_2,0.0003,rep_1,99.728
cmpd_3,exp_2,0.0003,rep_2,103.178
cmpd_3,exp_2,0.0003,rep_3,100.177
cmpd_3,exp_2,0.0003,rep_4,99.778
cmpd_3,exp_2,0.0003,rep_5,95.897
cmpd_3,exp_2,0.001,rep_1,102.492
cmpd_3,exp_2,0.001,rep_2,102.213
cmpd_3,exp_2,0.001,rep_3,106.402
cmpd_3,exp_2,0.001,rep_4,99.583
cmpd_3,exp_2,0.001,rep_5,101.037
cmpd_3,exp_2,0.003,rep_1,100.121
cmpd_3,exp_2,0.003,rep_2,103.788
cmpd_3,exp_2,0.003,rep_3,99.17
cmpd_3,exp_2,0.003,rep_4,100.204
cmpd_3,exp_2,0.003,rep_5,101.11
cmpd_3,exp_2,0.01,rep_1,99.647
cmpd_3,exp_2,0.01,rep_2,97.899
cmpd_3,exp_2,0.01,rep_3,99.668
cmpd_3,exp_2,0.01,rep_4,102.094
cmpd_3,exp_2,0.01,rep_5,96.298
cmpd_3,exp_2,0.03,rep_1,99.426
cmpd_3,exp_2,0.03,rep_2,97.128
cmpd_3,exp_2,0.03,rep_3,102.359
cmpd_3,exp_2,0.03,rep_4,94.856
cmpd_3,exp_2,0.03,rep_5,97.519
cmpd_3,exp_2,0.1,rep_1,94.675
cmpd_3,exp_2,0.1,rep_2,97.954
cmpd_3,exp_2,0.1,rep_3,93.452
cmpd_3,exp_2,0.1,rep_4,92.101
cmpd_3,exp_2,0.1,rep_5,98.825
cmpd_3,exp_2,0.3,rep_1,83.469
cmpd_3,exp_2,0.3,rep_2,81.398
cmpd_3,exp_2,0.3,rep_3,88.681
cmpd_3,exp_2,0.3,rep_4,86.081
cmpd_3,exp_2,0.3,rep_5,84.648
cmpd_3,exp_2,1.0,rep_1,68.49
cmpd_3,exp_2,1.0,rep_2,67.208
cmpd_3,exp_2,1.0,rep_3,64.978
cmpd_3,exp_2,1.0,rep_4,63.003
cmpd_3,exp_2,1.0,rep_5,68.943
cmpd_3,exp_2,3.0,rep_1,41.032
cmpd_3,exp_2,3.0,rep_2,38.963
cmpd_3,exp_2,3.0,rep_3,44.333
cmpd_3,exp_2,3.0,rep_4,36.284
cmpd_3,exp_2,3.0,rep_5,35.027
cmpd_3,exp_2,10.0,rep_1,15.634
cmpd_3,exp_2,10.0,rep_2,17.417
cmpd_3,exp_2,10.0,rep_3,18.215
cmpd_3,exp_2,10.0,rep_4,16.877
cmpd_3,exp_2,10.0,rep_5,18.514
cmpd_3,exp_3,0.0001,rep_1,103.519
cmpd_3,exp_3,0.0001,rep_2,99.306
cmpd_3,exp_3,0.0001,rep_3,102.617
cmpd_3,exp_3,0.0001,rep_4,100.479
cmpd_3,exp_3,0.0001,rep_5,100.794
cmpd_3,exp_3,0.0003,rep_1,100.953
cmpd_3,exp_3,0.0003,rep_2,100.616
cmpd_3,exp_3,0.0003,rep_3,101.154
cmpd_3,exp_3,0.0003,rep_4,103.049
cmpd_3,exp_3,0.0003,rep_5,99.924
cmpd_3,exp_3,0.001,rep_1,101.864
cmpd_3,exp_3,0.001,rep_2,99.658
cmpd_3,exp_3,0.001,rep_3,103.881
cmpd_3,exp_3,0.001,rep_4,98.039
cmpd_3,exp_3,0.001,rep_5,104.877
cmpd_3,exp_3,0.003,rep_1,98.859
cmpd_3,exp_3,0.003,rep_2,95.019
cmpd_3,exp_3,0.003,rep_3,99.323
cmpd_3,exp_3,0.003,rep_4,97.089
cmpd_3,exp_3,0.003,rep_5,101.289
cmpd_3,exp_3,0.01,rep_1,98.48
cmpd_3,exp_3,0.01,rep_2,99.049
cmpd_3,exp_3,0.01,rep_3,95.067
cmpd_3,exp_3,0.01,rep_4,99.033
cmpd_3,exp_3,0.01,rep_5,93.591
cmpd_3,exp_3,0.03,rep_1,94.03
cmpd_3,exp_3,0.03,rep_2,100.499
cmpd_3,exp_3,0.03,rep_3,100.57
cmpd_3,exp_3,0.03,rep_4,99.575
cmpd_3,exp_3,0.03,rep_5,95.731
cmpd_3,exp_3,0.1,rep_1,93.771
cmpd_3,exp_3,0.1,rep_2,93.893
cmpd_3,exp_3,0.1,rep_3,90.706
cmpd_3,exp_3,0.1,rep_4,98.053
cmpd_3,exp_3,0.1,rep_5,96.324
cmpd_3,exp_3,0.3,rep_1,86.107
cmpd_3,exp_3,0.3,rep_2,86.79
cmpd_3,exp_3,0.3,rep_3,87.292
cmpd_3,exp_3,0.3,rep_4,81.082
cmpd_3,exp_3,0.3,rep_5,86.035
cmpd_3,exp_3,1.0,rep_1,61.706
cmpd_3,exp_3,1.0,rep_2,60.824
cmpd_3,exp_3,1.0,rep_3,62.814
cmpd_3,exp_3,1.0,rep_4,68.551
cmpd_3,exp_3,1.0,rep_5,65.357
cmpd_3,exp_3,3.0,rep_1,35.011
cmpd_3,exp_3,3.0,rep_2,38.167
cmpd_3,exp_3,3.0,rep_3,40.45
cmpd_3,exp_3,3.0,rep_4,39.139
cmpd_3,exp_3,3.0,rep_5,36.751
cmpd_3,exp_3,10.0,rep_1,13.386
cmpd_3,exp_3,10.0,rep_2,17.098
cmpd_3,exp_3,10.0,rep_3,16.256
cmpd_3,exp_3,10.0,rep_4,17.642
cmpd_3,exp_3,10.0,rep_5,16.924
